LongParameterList_Organic_x_count;ShotgunSurgery_unique;FeatureEnvy_top;LongMethod_Organic_x_top;ShotgunSurgery_top;LongMethod_Organic_y_unique;FeatureEnvy_count;BrainMethod_unique;ShotgunSurgery_freq;LongParameterList_Organic_x_unique;MessageChain_top;LongParameterList_Organic_y_count;ShotgunSurgery_count;LongMethod_Organic_y_count;DispersedCoupling_freq;BrainMethod_freq;MessageChain_unique;LongMethod_Organic_x_unique;IntensiveCoupling_unique;Bugged;LongMethod_Organic_y_top;BrainMethod_count;LongParameterList_Organic_y_unique;LongMethod_Organic_x_freq;LongParameterList_Organic_y_top;MessageChain_count;IntensiveCoupling_freq;IntensiveCoupling_count;IntensiveCoupling_top;MessageChain_freq;LongParameterList_Organic_y_freq;FeatureEnvy_freq;DispersedCoupling_top;LongParameterList_Organic_x_top;LongParameterList_Organic_x_freq;FeatureEnvy_unique;BrainMethod_top;DispersedCoupling_unique;DispersedCoupling_count;LongMethod_Organic_x_count;LongMethod_Organic_y_freq
1.0;1.0;False;False;True;1.0;1.0;1.0;1.0;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;False;True;1.0;1.0;1.0;False;1.0;1.0;1.0;False;1.0;1.0;1.0;False;False;1.0;1.0;False;1.0;1.0;1.0;1.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
3.0;1.0;False;False;False;1.0;3.0;1.0;3.0;1.0;False;3.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;False;False;3.0;1.0;3.0;True;3.0;3.0;3.0;False;3.0;3.0;3.0;False;True;3.0;1.0;False;1.0;3.0;3.0;3.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
2.0;1.0;False;False;False;1.0;2.0;1.0;2.0;1.0;False;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;False;False;2.0;1.0;2.0;True;2.0;2.0;2.0;False;2.0;2.0;2.0;False;True;2.0;1.0;False;1.0;2.0;2.0;2.0
2.0;1.0;False;False;False;1.0;4.0;1.0;4.0;1.0;False;4.0;4.0;4.0;4.0;4.0;1.0;1.0;1.0;True;False;4.0;1.0;2.0;True;4.0;4.0;4.0;False;4.0;4.0;4.0;False;True;2.0;1.0;False;1.0;4.0;2.0;4.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;1.0;False;False;False;1.0;2.0;1.0;2.0;0.0;False;2.0;2.0;2.0;2.0;2.0;1.0;0.0;1.0;True;False;2.0;1.0;0.0;True;2.0;2.0;2.0;False;2.0;2.0;2.0;False;False;0.0;1.0;False;1.0;2.0;0.0;2.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
1.0;1.0;False;False;False;1.0;1.0;1.0;1.0;1.0;False;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;True;False;1.0;1.0;1.0;True;1.0;1.0;1.0;False;1.0;1.0;1.0;False;True;1.0;1.0;False;1.0;1.0;1.0;1.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
2.0;1.0;False;False;False;1.0;2.0;1.0;2.0;1.0;False;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;False;False;2.0;1.0;2.0;True;2.0;2.0;2.0;False;2.0;2.0;2.0;False;True;2.0;1.0;False;1.0;2.0;2.0;2.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
0.0;0.0;False;False;False;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;0.0;0.0;0.0;False;False;0.0;0.0;False;0.0;0.0;0.0;0.0
