NumberOfLambdas_max;LOCMethod_CK_50%;NumberOfModifiers_50%;MaxNumberOfNestedBlocks_std;NumberOfNumbers_50%;NumberOfAssignments_max;IsConstructor_freq;LOCMethod_CK_75%;NumberOfInnerClasses_75%;NumberOfModifiers_min;NumberOfVariables_count;NumberOfTryCatch_50%;RFC_count;NumberOfComparisons_std;Returns_25%;WMC_CK_max;NumberOfAnonymousClasses_mean;WMC_CK_50%;Returns_min;NumberOfAssignments_75%;NumberOfTryCatch_max;CBO_75%;NumberOfLambdas_count;NumberOfLogStatements_25%;NumberOfParenthesizedExps_min;NumberOfAnonymousClasses_50%;RFC_std;NumberOfParameters_CK_25%;NumberOfNumbers_min;NumberOfInnerClasses_max;CBO_max;NumberOfLogStatements_50%;CBO_count;RFC_max;CBO_50%;IsConstructor_top;NumberOfInnerClasses_25%;RFC_25%;NumberOfAssignments_min;MaxNumberOfNestedBlocks_max;NumberOfAnonymousClasses_min;Returns_mean;LOCMethod_CK_std;NumberOfComparisons_max;NumberOfModifiers_mean;NumberOfUniqueWords_min;NumberOfParenthesizedExps_count;MaxNumberOfNestedBlocks_count;NumberOfComparisons_min;NumberOfUniqueWords_max;NumberOfModifiers_count;Returns_max;NumberOfParenthesizedExps_max;NumberOfMathOperations_count;NumberOfLoops_min;MaxNumberOfNestedBlocks_50%;NumberOfUniqueWords_75%;NumberOfUniqueWords_25%;NumberOfParenthesizedExps_25%;NumberOfAssignments_mean;WMC_CK_count;NumberOfParenthesizedExps_mean;LOCMethod_CK_max;NumberOfStringLiterals_max;NumberOfLogStatements_mean;NumberOfTryCatch_75%;NumberOfUniqueWords_std;LOCMethod_CK_count;NumberOfStringLiterals_std;NumberOfLoops_max;NumberOfStringLiterals_min;NumberOfMathOperations_75%;NumberOfInnerClasses_mean;NumberOfAssignments_50%;Returns_50%;NumberOfLogStatements_max;NumberOfVariables_std;NumberOfTryCatch_min;NumberOfParameters_CK_std;NumberOfMathOperations_std;NumberOfMathOperations_max;NumberOfParameters_CK_max;WMC_CK_75%;NumberOfLambdas_75%;IsConstructor_count;NumberOfVariables_max;NumberOfMathOperations_min;NumberOfInnerClasses_count;NumberOfParenthesizedExps_std;NumberOfVariables_50%;NumberOfNumbers_25%;NumberOfParameters_CK_count;NumberOfUniqueWords_count;NumberOfStringLiterals_75%;NumberOfMathOperations_25%;NumberOfLambdas_mean;NumberOfLoops_50%;NumberOfModifiers_std;NumberOfTryCatch_std;WMC_CK_min;NumberOfComparisons_50%;LOCMethod_CK_mean;LOCMethod_CK_25%;NumberOfLogStatements_75%;NumberOfUniqueWords_mean;RFC_50%;Bugged;NumberOfModifiers_max;IsConstructor_unique;NumberOfNumbers_mean;NumberOfParenthesizedExps_50%;MaxNumberOfNestedBlocks_min;NumberOfStringLiterals_mean;NumberOfNumbers_count;NumberOfNumbers_max;NumberOfLambdas_std;NumberOfAnonymousClasses_75%;NumberOfComparisons_mean;NumberOfAssignments_count;NumberOfParenthesizedExps_75%;NumberOfModifiers_75%;NumberOfNumbers_75%;NumberOfLoops_75%;NumberOfStringLiterals_50%;NumberOfLambdas_50%;RFC_mean;NumberOfAnonymousClasses_count;NumberOfParameters_CK_mean;NumberOfStringLiterals_count;NumberOfMathOperations_50%;NumberOfComparisons_75%;NumberOfComparisons_count;NumberOfComparisons_25%;NumberOfNumbers_std;NumberOfLogStatements_count;NumberOfLogStatements_std;WMC_CK_std;CBO_std;NumberOfParameters_CK_50%;NumberOfVariables_25%;WMC_CK_25%;NumberOfAssignments_std;NumberOfParameters_CK_min;NumberOfModifiers_25%;Returns_std;NumberOfTryCatch_count;NumberOfAnonymousClasses_std;CBO_25%;NumberOfVariables_mean;NumberOfLoops_mean;CBO_min;NumberOfTryCatch_25%;NumberOfStringLiterals_25%;NumberOfLambdas_25%;NumberOfUniqueWords_50%;WMC_CK_mean;MaxNumberOfNestedBlocks_25%;NumberOfLambdas_min;Returns_count;RFC_75%;NumberOfLogStatements_min;MaxNumberOfNestedBlocks_75%;NumberOfTryCatch_mean;NumberOfLoops_count;NumberOfLoops_std;CBO_mean;RFC_min;LOCMethod_CK_min;NumberOfVariables_75%;NumberOfInnerClasses_std;NumberOfLoops_25%;NumberOfVariables_min;NumberOfInnerClasses_min;NumberOfParameters_CK_75%;NumberOfAnonymousClasses_max;NumberOfAnonymousClasses_25%;NumberOfMathOperations_mean;NumberOfAssignments_25%;Returns_75%;MaxNumberOfNestedBlocks_mean;NumberOfInnerClasses_50%
0.0;3.0;9.0;0.0;0.0;0.0;1.0;3.0;0.0;9.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;16.0;1.0;1.0;0.0;16.0;1.0;1.0;0.0;1.0;0.0;0.0;16.0;16.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;16.0;0.0;False;9.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;16.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;25.0;1.0;0.0;1.0;5.0;1.0;25.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;5.0;1.0;7.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;7.0;2.0;1.0;15.0;7.0;False;0.0;15.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;26.0;1.0;1.0;1.0;26.0;1.0;0.0;0.0;1.0;0.0;1.0;26.0;26.0;0.0;5.0;1.0;0.0;25.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;4.0;0.0;1.0;5.0;1.0;1.0;0.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;25.0;25.0;2.0;26.0;15.0;False;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;15.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;4.0;0.0;1.0;1.0;0.0;1.0;0.0;7.0;5.0;0.0;7.0;1.0;1.0;0.0;26.0;4.0;1.0;0.0;1.0;15.0;2.0;1.0;1.0;1.0;0.0;7.0;15.0;25.0;5.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;1.0;5.0;0.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;13.0;1.0;1.0;0.0;13.0;1.0;0.0;0.0;1.0;0.0;0.0;13.0;13.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;13.0;0.0;False;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;13.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;1.0;2.0;2.0;False;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;1.0;1.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;6.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;6.0;2.0;False;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;1.0;0.0;0.0;1.0;2.0;3.0;0.0;1.0;2.0;0.0;2.0;0.0;0.25;1.0;0.0;1.0;0.0;0.75;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;1.0;7.0;2.0;2.0;0.0;17.0;2.0;1.0;0.0;2.0;0.0;0.0;14.5;9.5;0.0;0.5;2.0;0.0;3.0;0.0;0.0;0.0;7.071067811865476;2.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;0.0;0.0;0.0;0.7071067811865476;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;12.0;0.0;False;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;0.5;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.5;0.0;1.0;0.7071067811865476;0.0;1.0;0.7071067811865476;2.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;12.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.25;0.75;0.0;0.0
0.0;3.0;9.0;0.0;0.0;0.0;1.0;3.0;0.0;9.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;False;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;19.0;1.0;1.0;0.0;19.0;1.0;1.0;0.0;1.0;0.0;0.0;19.0;19.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;19.0;0.0;False;9.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;19.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;22.0;1.0;0.0;1.0;5.0;1.0;22.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;5.0;1.0;6.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;6.0;3.0;1.0;16.0;6.0;False;0.0;16.0;5.0;2.0;0.0;0.0;0.0;1.0;1.0;30.0;1.0;1.0;1.0;30.0;1.0;0.0;0.0;1.0;0.0;2.0;30.0;30.0;0.0;5.0;1.0;0.0;22.0;1.0;3.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;0.0;1.0;5.0;0.0;1.0;0.0;5.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;22.0;22.0;3.0;30.0;16.0;False;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;16.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;4.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0;5.0;0.0;6.0;1.0;1.0;0.0;30.0;4.0;2.0;0.0;1.0;16.0;3.0;2.0;1.0;1.0;0.0;6.0;16.0;22.0;5.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;0.0;5.0;0.0;2.0;0.0
0.0;25.0;1.0;0.0;1.0;5.0;1.0;25.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;5.0;1.0;7.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;7.0;2.0;1.0;15.0;7.0;False;0.0;15.0;5.0;1.0;0.0;0.0;0.0;1.0;1.0;25.0;1.0;1.0;1.0;25.0;1.0;0.0;0.0;1.0;0.0;1.0;25.0;25.0;0.0;5.0;1.0;0.0;25.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;5.0;0.0;2.0;0.0;1.0;0.0;0.0;1.0;1.0;4.0;0.0;1.0;5.0;1.0;1.0;0.0;5.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;4.0;1.0;25.0;25.0;2.0;25.0;15.0;False;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;15.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;5.0;4.0;0.0;1.0;1.0;0.0;1.0;0.0;7.0;5.0;0.0;7.0;1.0;1.0;0.0;25.0;4.0;1.0;0.0;1.0;15.0;2.0;1.0;1.0;1.0;0.0;7.0;15.0;25.0;5.0;0.0;0.0;5.0;0.0;1.0;0.0;0.0;1.0;5.0;0.0;1.0;0.0
0.0;6.0;1.0;0.0;1.0;1.0;1.0;6.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;1.0;3.0;2.0;False;0.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;13.0;1.0;1.0;1.0;13.0;1.0;0.0;0.0;1.0;0.0;1.0;13.0;13.0;0.0;1.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;6.0;6.0;0.0;13.0;3.0;False;1.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;3.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;13.0;2.0;1.0;0.0;1.0;3.0;0.0;1.0;0.0;1.0;0.0;2.0;3.0;6.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
0.0;3.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;1.0;1.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;6.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;6.0;0.0;False;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;11.0;1.0;1.0;0.0;11.0;1.0;0.0;0.0;1.0;0.0;0.0;11.0;11.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;11.0;0.0;False;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;11.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;6.0;1.0;1.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;6.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;6.0;0.0;False;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
0.0;3.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;True;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;15.0;1.0;1.0;0.0;15.0;1.0;0.0;0.0;1.0;0.0;0.0;15.0;15.0;0.0;0.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;3.0;0.0;15.0;0.0;False;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;15.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
